PNG,Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,DRAJ2000,DDECJ2000,PNstat,Catalogue,MajDiam,MinDiam,mainClass,subClass,GALEX_IAUName,GALEX_objID,photoExtractID,GALEX_RA,GALEX_DEC,E_bv,glon,glat,fov_radius,nuv_mag,nuv_magerr,fuv_mag,fuv_magerr,nuv_artifact,fuv_artifact,fuv_weight,nuv_weight,NUV_MAGERR_ISO,NUV_MAG_APER_1,NUV_MAG_APER_2,NUV_MAG_ISO,NUV_MAG_APER_3,NUV_MAG_APER_4,NUV_MAG_APER_5,NUV_MAG_APER_6,NUV_MAG_APER_7,NUV_MAGERR_APER_1,NUV_MAGERR_APER_2,NUV_MAGERR_APER_3,NUV_MAGERR_APER_4,NUV_MAGERR_APER_5,NUV_MAGERR_APER_6,NUV_MAGERR_APER_7,NUV_MAG_AUTO,NUV_MAGERR_AUTO,NUV_KRON_RADIUS,NUV_A_IMAGE,NUV_B_IMAGE,NUV_THETA_IMAGE,NUV_ELLIPTICITY,NUV_FWHM_IMAGE,NUV_CLASS_STAR,FUV_MAG_ISO,FUV_MAGERR_ISO,FUV_MAG_APER_1,FUV_MAG_APER_2,FUV_MAG_APER_3,FUV_MAG_APER_4,FUV_MAG_APER_5,FUV_MAG_APER_6,FUV_MAG_APER_7,FUV_MAGERR_APER_1,FUV_MAGERR_APER_2,FUV_MAGERR_APER_3,FUV_MAGERR_APER_4,FUV_MAGERR_APER_5,FUV_MAGERR_APER_6,FUV_MAGERR_APER_7,FUV_MAG_AUTO,FUV_MAGERR_AUTO,FUV_KRON_RADIUS,FUV_A_IMAGE,FUV_B_IMAGE,FUV_THETA_IMAGE,FUV_ELLIPTICITY,FUV_FWHM_IMAGE,FUV_CLASS_STAR,grankdist,ngrankdist,primggroupid,primgid,FUVavg,NUVavg,FUVavgerr,NUVavgerr,gdistancerank,HASHGALEXdist,NUV_DIFF_45
331.3+16.8,NGC~5873,15,12,50.9,-,38,7,31.8,228.212,-38.1255,T,1992secg.book.....A,7.1,5.1,E,m;r;s;,GALEX~J151250.9-380733,6387065245913843002,6387065245910695936,228.21217,-38.12601,0.109,331.32571,16.82768,0.394,13.911,0.007,13.823,0.01,0,0,103.5,80.703,0.007,-3.585,-4.429,-6.222,-5.295,-5.834,-6.03,-6.099,-6.14,0.035,0.021,0.012,0.009,0.008,0.007,0.007,-6.169,0.007,3.5,4.742,4.323,-76.929,0.088,5.447,0.963,-5.037,0.01,-2.971,-3.718,-4.475,-4.843,-4.951,-4.981,-5.001,0.037,0.023,0.014,0.011,0.01,0.01,0.01,-4.997,0.01,3.5,3.121,2.937,2.3,0.059,3.799,1.0,1,2,6387065245913843002+6387065245945300169,6387065245913843002,13.823,13.951,0.01,0.04,0,1.901,0.096
331.4-03.5,Hen~2-162,16,27,50.9,-,54,1,28.34,246.96214,-54.02454,T,1992secg.book.....A,5.0,-999.0,S,,GALEX~J162750.8-540128,6387135680154174643,6387135680153124864,246.96206,-54.02446,0.606,331.40842,-3.58156,0.356,15.096,0.016,-888.0,-999.0,0,-999,-999.0,51.789,0.015,-2.994,-3.757,-5.043,-4.469,-4.815,-4.911,-4.949,-4.983,0.058,0.035,0.021,0.017,0.016,0.016,0.016,-4.984,0.016,3.5,3.959,2.875,-73.895,0.274,3.895,0.991,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,6387135681227921380,-999.0,-999.0,-999.0,-999.0,-99,0.341,-0.004
331.4-03.5,Hen~2-162,16,27,50.9,-,54,1,28.34,246.96214,-54.02454,T,1992secg.book.....A,5.0,-999.0,S,,GALEX~J162750.8-540127,6387135681227921380,6387135681226866688,246.96201,-54.02418,0.606,331.4086,-3.58134,0.52,15.319,0.017,-888.0,-999.0,153,-999,-999.0,57.453,0.016,-2.217,-3.026,-4.81,-3.877,-4.413,-4.634,-4.707,-4.748,0.079,0.047,0.028,0.02,0.017,0.017,0.017,-4.761,0.017,3.5,4.855,2.609,-78.152,0.463,7.018,0.987,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,1,2,6387135681227921380+6387135680154174643,6387135681227921380,-999.0,15.207,-999.0,0.112,0,1.338,0.121
331.5-02.7,Hen~2-161,16,24,37.85,-,53,22,33.9,246.15771,-53.37608,T,1992secg.book.....A,16.3,9.7,B,m;p;r;s;,GALEX~J162437.8-532233,6387100520478147986,6387100520477097984,246.15786,-53.37603,1.062,331.54327,-2.78847,0.466,19.181,0.157,-888.0,-999.0,3,-999,-999.0,48.617,0.119,1.392,0.505,-1.014,-0.479,-0.863,-0.844,-1.004,-0.877,0.499,0.296,0.153,0.128,0.156,0.168,0.234,-0.899,0.157,3.5,2.221,1.731,-24.55,0.221,11.752,0.806,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6387100520478147986,6387100520478147986,-999.0,19.181,-999.0,0.157,0,0.376,-0.119
331.5-03.9,Hen~2-165,16,29,59.71,-,54,9,26.7,247.49879,-54.15742,T,1992secg.book.....A,56.4,46.3,E,m;p;s;,GALEX~J162959.7-540925,6387135680154173755,6387135680153124864,247.49913,-54.15716,0.522,331.52945,-3.90132,0.529,16.972,0.061,-888.0,-999.0,17,-999,-999.0,53.875,0.047,1.43,0.342,-3.034,-0.634,-1.213,-1.73,-2.194,-2.481,0.546,0.261,0.132,0.099,0.079,0.065,0.06,-3.108,0.061,3.788,7.663,6.506,-11.879,0.151,34.875,0.02,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,6387135681227920713,-999.0,-999.0,-999.0,-999.0,-99,1.171,0.416
331.5-03.9,Hen~2-165,16,29,59.71,-,54,9,26.7,247.49879,-54.15742,T,1992secg.book.....A,56.4,46.3,E,m;p;s;,GALEX~J162959.8-540924,6387135681227920713,6387135681226866688,247.49919,-54.15693,0.539,331.52966,-3.90118,0.508,17.077,0.054,-888.0,-999.0,1,-999,-999.0,58.516,0.043,1.194,0.324,-2.991,-0.607,-1.242,-1.677,-2.163,-2.563,0.417,0.228,0.129,0.091,0.076,0.061,0.052,-3.003,0.054,3.5,7.418,6.015,-27.427,0.189,31.664,0.017,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,1,2,6387135681227920713+6387135680154173755,6387135681227920713,-999.0,17.024,-999.0,0.053,0,1.967,0.335
331.7-01.0,Mz~3,16,17,13.39,-,51,59,10.8,244.30579,-51.98633,P,1992secg.book.....A,47.8,22.6,B,m;p;s;,GALEX~J161713.4-515912,6387100507593245463,6387100507592196096,244.30587,-51.98677,1.925,331.7272,-1.01185,0.379,18.962,0.156,-888.0,-999.0,4,-999,-999.0,51.281,0.12,1.938,1.085,-1.067,0.325,-0.046,-0.664,-1.028,-1.195,0.564,0.352,0.217,0.199,0.158,0.143,0.152,-1.118,0.156,3.5,4.272,2.451,-77.309,0.426,15.806,0.022,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6387100507593245463,6387100507593245463,-999.0,18.962,-999.0,0.156,0,1.579,0.518
332.0-03.3,Hen~2-164,16,29,53.3,-,53,23,14.35,247.47225,-53.38732,T,1992secg.book.....A,17.0,15.3,E,r;s;,GALEX~J162953.4-532314,6387135680154178528,6387135680153124864,247.47278,-53.3873,0.802,332.07968,-3.36151,0.362,18.471,0.095,-888.0,-999.0,2,-999,-999.0,58.914,0.08,1.073,0.383,-1.635,-0.48,-1.07,-1.357,-1.561,-1.593,0.37,0.228,0.133,0.1,0.093,0.092,0.107,-1.609,0.095,3.5,3.402,2.347,72.637,0.31,10.639,0.043,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6387135680154178528,6387135680154178528,-999.0,18.471,-999.0,0.095,0,1.149,0.187
332.3+07.0,PHR~J1547-4533,15,47,44.87,-,45,32,50.8,236.93696,-45.54744,L,2006MNRAS.373...79P,123.0,115.0,E,s;,GALEX~J154744.8-453250,6387100436726286532,6387100436725235712,236.93697,-45.54725,0.409,332.32831,7.02295,0.343,18.601,0.074,-888.0,-999.0,0,-999,-999.0,79.078,0.07,0.213,-0.393,-1.488,-1.057,-1.43,-1.476,-1.49,-1.493,0.19,0.137,0.088,0.069,0.073,0.082,0.095,-1.479,0.074,3.5,2.149,1.75,-3.743,0.186,4.533,0.984,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6387100436726286532,6387100436726286532,-999.0,18.601,-999.0,0.074,0,0.688,-0.054
332.5-16.9,HaTr~7,17,54,9.46,-,60,49,57.7,268.53942,-60.83269,T,1992secg.book.....A,188.0,180.0,E,a;s;,GALEX~J175409.4-604958,6387663401714190662,6387663401711042560,268.53945,-60.83279,0.096,332.50677,-16.91097,0.427,14.076,0.007,13.169,0.007,1,0,106.281,89.531,0.007,-3.513,-4.263,-6.073,-5.143,-5.662,-5.851,-5.917,-5.953,0.034,0.022,0.013,0.009,0.008,0.008,0.007,-6.004,0.007,3.5,5.352,4.975,70.661,0.071,6.132,0.951,-5.708,0.007,-3.833,-4.578,-5.247,-5.531,-5.601,-5.624,-5.64,0.025,0.014,0.009,0.007,0.007,0.007,0.007,-5.651,0.007,3.5,4.113,3.774,-22.912,0.082,3.476,0.996,1,2,6387663401714190662+6387663401781299344,6387663401714190662,13.187,14.028,0.019,0.048,1,0.356,0.089
332.5-16.9,HaTr~7,17,54,9.46,-,60,49,57.7,268.53942,-60.83269,T,1992secg.book.....A,188.0,180.0,E,a;s;,GALEX~J175409.6-604957,6387663401781299344,6387663401778151424,268.54006,-60.8325,0.096,332.50717,-16.91111,0.432,13.98,0.008,13.206,0.009,1,0,70.5,77.844,0.007,-3.617,-4.421,-6.172,-5.272,-5.774,-5.951,-6.019,-6.053,0.036,0.021,0.013,0.009,0.008,0.008,0.008,-6.1,0.008,3.5,5.226,5.059,-47.094,0.032,5.465,0.874,-5.669,0.009,-3.811,-4.576,-5.232,-5.504,-5.572,-5.595,-5.612,0.032,0.018,0.011,0.009,0.009,0.009,0.009,-5.614,0.009,3.5,3.611,3.218,-88.883,0.109,3.247,0.995,2,-89,,6387663401781299344,-999.0,-999.0,-999.0,-999.0,-99,1.309,0.077
332.5-16.9,HaTr~7,17,54,9.46,-,60,49,57.7,268.53942,-60.83269,T,1992secg.book.....A,188.0,180.0,E,a;s;,GALEX~J175409.7-604955,6387663411444976521,6387663411441827840,268.5405,-60.83217,0.096,332.5076,-16.91116,0.578,14.521,0.011,13.36,0.01,1,0,73.031,59.398,0.011,-2.304,-3.226,-5.628,-4.2,-4.922,-5.279,-5.41,-5.463,0.078,0.045,0.025,0.016,0.013,0.012,0.012,-5.559,0.011,3.5,6.118,5.55,-89.856,0.093,8.036,0.565,-5.51,0.01,-3.154,-3.951,-4.768,-5.228,-5.384,-5.431,-5.45,0.048,0.027,0.016,0.012,0.011,0.01,0.01,-5.46,0.01,3.5,4.227,3.384,85.307,0.2,4.37,0.997,-1,2,6387663411444976521,6387663401781299344,13.36,14.521,0.01,0.011,2,2.66,0.257
332.8-16.4,HaTr~6,17,51,52.82,-,60,23,21.7,267.97008,-60.38936,T,1992secg.book.....A,42.0,35.0,E,s;,GALEX~J175153.0-602320,6387663401781301642,6387663401778151424,267.97092,-60.38894,0.088,332.7959,-16.46583,0.281,17.291,0.048,17.139,0.049,0,0,92.109,70.938,0.04,0.786,-0.075,-2.785,-1.035,-1.584,-1.908,-2.209,-2.472,0.294,0.184,0.094,0.067,0.058,0.051,0.046,-2.789,0.048,3.874,6.686,5.258,-70.148,0.214,16.138,0.03,-1.701,0.048,0.36,-0.195,-0.773,-1.035,-1.242,-1.441,-1.607,0.16,0.117,0.078,0.066,0.06,0.055,0.051,-1.681,0.049,3.5,4.352,3.501,-42.443,0.195,3.029,0.869,2,-99,,6387663401714192975,-999.0,-999.0,-999.0,-999.0,-99,2.13,0.224
332.8-16.4,HaTr~6,17,51,52.82,-,60,23,21.7,267.97008,-60.38936,T,1992secg.book.....A,42.0,35.0,E,s;,GALEX~J175152.9-602319,6387663401714192975,6387663401711042560,267.97064,-60.3887,0.088,332.79605,-16.4656,0.276,17.268,0.042,17.179,0.049,0,0,95.188,81.125,0.036,0.594,-0.22,-2.829,-1.014,-1.568,-1.963,-2.28,-2.579,0.266,0.14,0.09,0.065,0.053,0.046,0.04,-2.812,0.042,3.842,7.102,4.719,-56.067,0.336,13.639,0.043,-1.638,0.048,0.734,-0.055,-0.697,-1.007,-1.187,-1.368,-1.548,0.224,0.119,0.077,0.064,0.06,0.055,0.051,-1.641,0.049,3.5,4.291,3.626,-52.363,0.155,4.054,0.834,1,2,6387663401714192975+6387663401781301642,6387663401714192975,17.159,17.279,0.02,0.011,0,2.579,0.295
332.9-09.9,Hen~3-1333,17,9,0.9,-,56,54,48.24,257.25388,-56.9134,T,1992secg.book.....A,3.2,2.8,B,a;m;s;,GALEX~J170900.8-565448,6387135635057016834,6387135635055968256,257.25336,-56.91359,0.39,332.91492,-9.90831,0.546,14.952,0.014,-888.0,-999.0,1,-999,-999.0,55.695,0.014,-2.483,-3.328,-5.196,-4.215,-4.76,-4.988,-5.066,-5.104,0.075,0.042,0.024,0.017,0.015,0.014,0.014,-5.128,0.014,3.5,4.722,3.824,82.574,0.19,5.835,0.469,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6387135635057016834,6387135635057016834,-999.0,14.952,-999.0,0.014,0,1.22,0.128
333.4+01.1,Pe~1-5,16,15,20.0,-,49,13,20.75,243.83347,-49.22243,T,1992secg.book.....A,9.3,8.0,B,a;m;,GALEX~J161520.1-491323,6387100493634602131,6387100493633552384,243.83386,-49.22308,4.698,333.42886,1.18641,0.379,20.039,0.271,-888.0,-999.0,0,-999,-999.0,55.539,0.176,2.333,1.815,0.12,1.065,0.372,0.067,-0.092,-0.143,0.613,0.479,0.326,0.227,0.219,0.244,0.292,-0.041,0.271,5.219,2.613,1.349,-67.506,0.484,7.549,0.966,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6387100493634602131,6387100493634602131,-999.0,20.039,-999.0,0.271,0,2.515,0.205
334.3-09.3,IC~4642,17,11,45.2,-,55,24,1.66,257.93827,-55.40046,T,1992secg.book.....A,24.1,21.7,E,m;s;,GALEX~J171145.1-552402,6387135629688310344,6387135629687259136,257.93809,-55.40068,0.192,334.39099,-9.34583,0.445,14.153,0.008,-888.0,-999.0,17,-999,-999.0,69.609,0.008,-2.625,-3.398,-5.971,-4.349,-5.064,-5.55,-5.806,-5.889,0.057,0.038,0.021,0.014,0.01,0.009,0.009,-5.927,0.008,3.5,5.002,4.77,-75.016,0.046,7.508,0.012,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6387135629688310344,6387135629688310344,-999.0,14.153,-999.0,0.008,0,0.878,0.386
334.3-13.4,PHR~J1736-5736,17,36,33.62,-,57,36,23.6,264.14008,-57.60656,T,2006MNRAS.373...79P,47.0,-999.0,E,a;r;,GALEX~J173633.6-573621,6384180192967920957,6384180192964771840,264.14024,-57.60588,0.094,334.37387,-13.41517,0.276,17.049,0.032,16.545,0.032,0,0,116.0,79.188,0.031,-1.129,-1.874,-3.088,-2.587,-2.93,-3.0,-3.028,-3.073,0.108,0.068,0.042,0.033,0.032,0.032,0.033,-3.031,0.032,3.5,2.843,2.325,-49.033,0.182,3.756,0.992,-2.304,0.032,-0.673,-1.377,-1.984,-2.208,-2.261,-2.289,-2.309,0.104,0.06,0.039,0.033,0.033,0.032,0.033,-2.275,0.032,3.5,2.169,1.991,63.385,0.082,3.133,0.988,1,2,6384180192967920957+6384180192900812032,6384180192967920957,16.548,17.029,0.003,0.02,0,2.463,-0.029
334.3-13.4,PHR~J1736-5736,17,36,33.62,-,57,36,23.6,264.14008,-57.60656,T,2006MNRAS.373...79P,47.0,-999.0,E,a;r;,GALEX~J173633.5-573620,6384180192900812032,6384180192897662976,264.13964,-57.60568,0.094,334.37387,-13.4148,0.284,17.009,0.033,16.551,0.036,0,0,92.516,67.25,0.032,-1.129,-1.928,-3.109,-2.6,-2.909,-2.986,-3.024,-3.059,0.124,0.065,0.043,0.035,0.033,0.034,0.034,-3.071,0.033,3.5,3.866,2.246,59.692,0.419,4.07,0.991,-2.317,0.035,-0.43,-1.159,-1.848,-2.165,-2.239,-2.268,-2.299,0.124,0.078,0.048,0.038,0.037,0.037,0.037,-2.269,0.036,3.5,2.579,1.969,35.242,0.236,3.821,0.984,2,-99,,6384180192967920957,-999.0,-999.0,-999.0,-999.0,-99,3.262,-0.023
336.3+08.0,PHR~J1601-4209,16,1,1.9,-,42,9,0.0,240.2579,-42.15,T,2006MNRAS.373...79P,10.0,9.0,E,,GALEX~J160101.7-420859,6386994887904987011,6386994887903936512,240.25737,-42.14978,0.926,336.38123,8.08504,0.448,21.55,0.371,-888.0,-999.0,0,-999,-999.0,72.938,0.34,2.758,2.194,1.696,1.828,1.615,1.665,1.405,1.256,0.623,0.458,0.391,0.428,0.607,0.626,0.714,1.47,0.371,3.5,1.381,1.006,56.852,0.272,6.485,0.926,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6386994887904987011,6386994887904987011,-999.0,21.55,-999.0,0.371,0,1.62,-0.15
336.3-05.6,Hen~2-186,16,59,36.1,-,51,42,6.44,254.90027,-51.70179,T,1992secg.book.....A,9.0,6.0,B,m;s;,GALEX~J165936.0-514206,6387030124890424780,6387030124889374720,254.90023,-51.7017,0.5,336.30826,-5.69613,0.219,18.541,0.089,-888.0,-999.0,0,-999,-999.0,55.727,0.081,0.502,-0.356,-1.536,-1.107,-1.45,-1.527,-1.538,-1.465,0.292,0.164,0.101,0.083,0.086,0.098,0.124,-1.539,0.089,3.5,2.179,1.818,82.739,0.165,7.227,0.992,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6387030124890424780,6387030124890424780,-999.0,18.541,-999.0,0.089,0,0.334,-0.022
336.5+05.5,MPA~J1611-4356,16,11,12.9,-,43,56,21.88,242.80367,-43.93941,L,2008MNRAS.384..525M,17.0,17.0,R,,GALEX~J161112.7-435621,6386994908306080528,6386994908305031168,242.80311,-43.93936,1.071,336.55402,5.50952,0.313,21.205,0.353,-888.0,-999.0,0,-999,-999.0,71.922,0.235,2.866,2.173,0.956,1.542,1.262,1.221,1.466,2.047,0.761,0.489,0.35,0.354,0.43,0.723,1.568,1.125,0.353,3.5,2.285,1.03,25.415,0.549,9.185,0.971,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6386994908306080528,6386994908306080528,-999.0,21.205,-999.0,0.353,0,1.45,-0.059
336.5-05.8,MPA~J1700-5136,17,0,58.7,-,51,36,42.55,255.24468,-51.61182,T,2008MNRAS.384..525M,18.0,9.0,B,,GALEX~J170058.9-513641,6387030124890425310,6387030124889374720,255.2456,-51.61151,0.506,336.51163,-5.81055,0.119,18.528,0.159,-888.0,-999.0,2,-999,-999.0,56.57,0.114,2.077,1.317,-1.032,0.353,-0.327,-0.711,-0.92,-1.133,0.607,0.39,0.226,0.164,0.146,0.152,0.155,-1.552,0.159,5.979,3.677,2.905,-45.099,0.21,18.476,0.039,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0,1,6387030124890425310,6387030124890425310,-999.0,18.528,-999.0,0.159,0,2.332,0.284
336.8-07.2,K~2-17,17,9,35.9,-,52,13,1.96,257.39966,-52.21721,L,1992secg.book.....A,39.3,32.4,E,a;m;s;,GALEX~J170935.9-521303,6387030138849069632,6387030138848018432,257.39981,-52.21757,0.37,336.82269,-7.23788,0.551,17.492,0.053,-888.0,-999.0,17,-999,-999.0,73.281,0.046,0.454,-0.371,-2.579,-1.235,-1.828,-2.149,-2.347,-2.538,0.245,0.144,0.085,0.062,0.052,0.05,0.049,-2.588,0.053,3.682,4.396,3.845,-34.949,0.125,8.058,0.029,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,1,2,6387030138849069632+6387030132406616689,6387030138849069632,-999.0,17.47,-999.0,0.022,0,1.346,0.221
336.8-07.2,K~2-17,17,9,35.9,-,52,13,1.96,257.39966,-52.21721,L,1992secg.book.....A,39.3,32.4,E,a;m;s;,GALEX~J170935.9-521303,6387030132406616689,6387030132405567488,257.39981,-52.21771,0.37,336.8226,-7.23796,0.558,17.448,0.056,-888.0,-999.0,1,-999,-999.0,57.602,0.05,0.399,-0.43,-2.622,-1.414,-1.965,-2.224,-2.39,-2.548,0.275,0.17,0.089,0.063,0.057,0.055,0.054,-2.632,0.056,3.909,4.326,3.326,-25.041,0.231,16.358,0.028,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,6387030138849069632,-999.0,-999.0,-999.0,-999.0,-99,1.837,0.159
336.9+08.3,WRAY~15-1407,16,2,13.0,-,41,33,35.93,240.55434,-41.55998,T,1992secg.book.....A,-999.0,-999.0,S,,GALEX~J160213.0-413335,6387065345769735015,6387065345768685568,240.55434,-41.55995,0.735,336.94385,8.37958,0.567,17.396,0.061,-888.0,-999.0,1,-999,-999.0,32.703,0.058,0.142,-0.639,-2.702,-1.529,-2.209,-2.527,-2.664,-2.683,0.333,0.192,0.116,0.076,0.064,0.06,0.064,-2.684,0.061,3.5,3.448,2.47,67.505,0.283,9.1,0.018,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,6386994886831243709,-999.0,-999.0,-999.0,-999.0,-99,0.107,0.218
336.9+08.3,WRAY~15-1407,16,2,13.0,-,41,33,35.93,240.55434,-41.55998,T,1992secg.book.....A,-999.0,-999.0,S,,GALEX~J160213.0-413336,6386994886831243709,6386994886830194688,240.55432,-41.56018,0.735,336.9437,8.37942,0.443,17.351,0.033,-888.0,-999.0,0,-999,-999.0,91.109,0.032,-0.722,-1.46,-2.782,-2.246,-2.598,-2.687,-2.727,-2.756,0.121,0.075,0.043,0.034,0.033,0.033,0.034,-2.729,0.033,3.5,2.71,2.277,-63.17,0.16,4.456,0.991,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,1,2,6386994886831243709+6387065345769735015,6386994886831243709,-999.0,17.373,-999.0,0.022,0,0.723,-0.011
337.0+08.4,PHR~J1602-4127,16,2,18.1,-,41,26,49.49,240.57554,-41.44708,L,2006MNRAS.373...79P,200.0,175.0,E,a;m;,GALEX~J160218.1-412649,6386994886831244117,6386994886830194688,240.57574,-41.44699,0.726,337.03195,8.45323,0.358,17.968,0.045,-888.0,-999.0,0,-999,-999.0,89.312,0.043,-0.176,-1.013,-2.189,-1.704,-2.009,-2.083,-2.145,-2.157,0.167,0.09,0.056,0.045,0.045,0.045,0.048,-2.112,0.045,3.5,2.347,2.031,60.957,0.135,3.617,0.984,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,1,2,6386994886831244117+6387065345769735325,6386994886831244117,-999.0,17.947,-999.0,0.021,0,0.624,-0.025
337.0+08.4,PHR~J1602-4127,16,2,18.1,-,41,26,49.49,240.57554,-41.44708,L,2006MNRAS.373...79P,200.0,175.0,E,a;m;,GALEX~J160218.2-412649,6387065345769735325,6387065345768685568,240.57591,-41.44704,0.726,337.03201,8.45311,0.571,17.926,0.084,-888.0,-999.0,1,-999,-999.0,32.453,0.077,1.455,0.296,-2.179,-0.881,-1.633,-2.022,-2.101,-2.161,0.716,0.338,0.154,0.103,0.083,0.084,0.089,-2.154,0.084,3.5,3.275,2.563,54.577,0.217,10.51,0.017,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,2,-99,,6386994886831244117,-999.0,-999.0,-999.0,-999.0,-99,0.996,0.289
